date, pm25, pm10, o3, no2, so2, co
2020/10/1, 54, , , , , 
2020/4/2, 52, , , , , 
2020/4/3, 60, , , , , 
2020/4/4, 69, , , , , 
2020/4/5, 77, , , , , 
2020/4/6, 82, , , , , 
2020/4/7, 108, , , , , 
2020/4/8, 71, , , , , 
2020/4/9, 69, , , , , 
2020/4/10, 65, , , , , 
2020/4/16, 49, , , , , 
2020/4/17, 36, , , , , 
2020/4/18, 29, , , , , 
2020/4/19, 42, , , , , 
2020/4/20, 48, , , , , 
2020/4/21, 62, , , , , 
2020/4/22, 75, , , , , 
2020/4/24, 47, , , , , 
2020/4/25, 45, , , , , 
2020/4/26, 36, , , , , 
2020/4/27, 41, , , , , 
2020/4/28, 49, , , , , 
2020/4/29, 43, , , , , 
2020/4/30, 55, , , , , 
2020/5/1, 54, , , , , 
2020/5/2, 59, , , , , 
2020/5/3, 50, , , , , 
2020/5/4, 43, , , , , 
2020/5/5, 60, , , , , 
2020/5/6, 74, , , , , 
2020/5/7, 80, , , , , 
2020/5/8, 63, , , , , 
2020/5/9, 62, , , , , 
2020/5/10, 124, , , , , 
2020/5/11, 97, , , , , 
2020/5/12, 75, , , , , 
2020/5/13, 69, , , , , 
2020/5/14, 88, , , , , 
2020/5/15, 65, , , , , 
2020/5/16, 56, , , , , 
2020/5/17, 54, , , , , 
2020/5/18, 43, , , , , 
2020/5/19, 37, , , , , 
2020/5/20, 33, , , , , 
2020/5/21, 50, , , , , 
2020/5/22, 47, , , , , 
2020/5/23, 40, , , , , 
2020/5/24, 52, , , , , 
2020/5/25, 55, , , , , 
2020/5/26, 50, , , , , 
2020/5/27, 34, , , , , 
2020/5/28, 32, , , , , 
2020/5/29, 44, , , , , 
2020/5/30, 29, , , , , 
2020/5/31, 47, , , , , 
2020/6/1, 54, , , , , 
2020/6/2, 46, , , , , 
2020/6/3, 43, , , , , 
2020/6/4, 53, , , , , 
2020/6/5, 42, , , , , 
2020/6/6, 47, , , , , 
2020/6/7, 58, , , , , 
2020/6/8, 56, , , , , 
2020/6/9, 75, , , , , 
2020/6/10, 97, , , , , 
2020/6/11, 87, , , , , 
2020/6/12, 97, , , , , 
2020/6/13, 60, , , , , 
2020/6/14, 49, , , , , 
2020/6/15, 51, , , , , 
2020/6/16, 51, , , , , 
2020/6/17, 38, , , , , 
2020/6/18, 53, , , , , 
2020/6/19, 59, , , , , 
2020/6/20, 41, , , , , 
2020/6/21, 38, , , , , 
2020/6/22, 64, , , , , 
2020/6/23, 72, , , , , 
2020/6/24, 51, , , , , 
2020/6/25, 43, , , , , 
2020/6/26, 60, , , , , 
2020/6/27, 56, , , , , 
2020/6/28, 58, , , , , 
2020/6/29, 59, , , , , 
2020/6/30, 54, , , , , 
2020/7/1, 54, , , , , 
2020/1/31, 121, , , , , 
2020/2/1, 105, , , , , 
2020/2/2, 79, , , , , 
2020/2/3, 70, , , , , 
2020/2/4, 55, , , , , 
2020/2/5, 50, , , , , 
2020/2/6, 104, , , , , 
2020/2/7, 98, , , , , 
2020/2/8, 81, , , , , 
2020/2/9, 67, , , , , 
2020/2/10, 57, , , , , 
2020/2/11, 45, , , , , 
2020/2/12, 87, , , , , 
2020/2/13, 116, , , , , 
2020/2/14, 84, , , , , 
2020/2/15, 66, , , , , 
2020/2/16, 90, , , , , 
2020/2/17, 86, , , , , 
2020/2/18, 66, , , , , 
2020/2/19, 63, , , , , 
2020/2/20, 75, , , , , 
2020/2/21, 82, , , , , 
2020/2/22, 61, , , , , 
2020/2/23, 64, , , , , 
2020/2/24, 56, , , , , 
2020/2/25, 55, , , , , 
2020/2/26, 62, , , , , 
2020/2/27, 58, , , , , 
2020/2/28, 55, , , , , 
2020/2/29, 51, , , , , 
2020/3/1, 51, , , , , 
2020/3/2, 49, , , , , 
2020/3/3, 57, , , , , 
2020/3/4, 60, , , , , 
2020/3/5, 55, , , , , 
2020/3/6, 54, , , , , 
2020/3/7, 34, , , , , 
2020/3/8, 34, , , , , 
2020/3/9, 49, , , , , 
2020/3/10, 64, , , , , 
2020/3/11, 48, , , , , 
2020/3/14, 30, , , , , 
2020/3/15, 53, , , , , 
2020/3/16, 66, , , , , 
2020/3/17, 79, , , , , 
2020/3/18, 75, , , , , 
2020/3/19, 66, , , , , 
2020/3/20, 65, , , , , 
2020/3/21, 118, , , , , 
2020/3/22, 91, , , , , 
2020/3/23, 62, , , , , 
2020/3/24, 44, , , , , 
2020/3/25, 70, , , , , 
2020/3/26, 94, , , , , 
2020/3/27, 48, , , , , 
2020/3/28, 45, , , , , 
2020/3/29, 44, , , , , 
2020/3/30, 56, , , , , 
2018/1/2, 64, , , , , 
2018/1/3, 54, , , , , 
2018/1/4, 52, , , , , 
2018/1/5, 54, , , , , 
2018/1/6, 48, , , , , 
2018/1/7, 44, , , , , 
2018/1/8, 44, , , , , 
2018/1/9, 53, , , , , 
2018/1/10, 74, , , , , 
2018/1/11, 47, , , , , 
2018/1/12, 43, , , , , 
2018/1/13, 68, , , , , 
2018/1/14, 71, , , , , 
2018/1/15, 64, , , , , 
2018/1/16, 65, , , , , 
2018/1/17, 82, , , , , 
2018/1/18, 64, , , , , 
2018/1/19, 54, , , , , 
2018/1/20, 60, , , , , 
2018/1/21, 62, , , , , 
2018/1/22, 61, , , , , 
2018/1/23, 66, , , , , 
2018/1/24, 80, , , , , 
2018/1/25, 77, , , , , 
2018/1/26, 71, , , , , 
2018/1/27, 66, , , , , 
2018/1/28, 61, , , , , 
2018/1/29, 63, , , , , 
2018/1/30, 71, , , , , 
2018/1/31, 94, , , , , 
2018/2/1, 94, , , , , 
2018/2/2, 75, , , , , 
2018/2/3, 90, , , , , 
2018/2/4, 84, , , , , 
2018/2/5, 75, , , , , 
2018/2/6, 58, , , , , 
2018/2/7, 59, , , , , 
2018/2/8, 94, , , , , 
2018/2/9, 101, , , , , 
2018/2/10, 103, , , , , 
2018/2/11, 120, , , , , 
2018/2/12, 120, , , , , 
2018/2/13, 96, , , , , 
2018/2/14, 86, , , , , 
2018/2/15, 82, , , , , 
2018/2/16, 90, , , , , 
2018/2/17, 94, , , , , 
2018/2/18, 76, , , , , 
2018/2/19, 89, , , , , 
2018/2/20, 77, , , , , 
2018/2/21, 112, , , , , 
2018/2/22, 100, , , , , 
2018/2/23, 96, , , , , 
2018/2/24, 98, 51, 3, 6, 1, 6
2018/2/25, 89, 51, 8, 5, 1, 5
2018/2/26, 56, 39, 9, 5, 3, 6
2018/3/3, 61, , , , , 
2018/3/4, 62, , , , , 
2018/3/5, 82, , , , , 
2018/3/6, 145, , , , , 
2018/3/7, 111, , , , , 
2018/3/8, 88, , , , , 
2018/3/9, 151, , , , , 
2017/10/2, 60, , , , , 
2017/10/3, 63, , , , , 
2017/10/4, 73, , , , , 
2017/10/5, 65, , , , , 
2017/10/6, 76, , , , , 
2017/10/7, 75, , , , , 
2017/10/8, 83, , , , , 
2017/10/9, 79, , , , , 
2017/10/10, 72, , , , , 
2017/10/11, 68, , , , , 
2017/10/12, 84, , , , , 
2017/10/13, 94, , , , , 
2017/10/14, 101, , , , , 
2017/10/15, 92, , , , , 
2017/10/16, 88, , , , , 
2017/10/17, 84, , , , , 
2017/10/18, 71, , , , , 
2017/10/19, 62, , , , , 
2017/10/20, 66, , , , , 
2017/10/21, 93, , , , , 
2017/10/22, 74, , , , , 
2017/10/23, 65, , , , , 
2017/10/24, 74, , , , , 
2017/10/25, 49, , , , , 
2017/10/26, 56, , , , , 
2017/10/27, 49, , , , , 
2017/10/28, 55, , , , , 
2017/11/1, 64, , , , , 
2017/11/2, 70, , , , , 
2017/11/3, 58, , , , , 
2017/11/4, 60, , , , , 
2017/11/5, 60, , , , , 
2017/11/6, 48, , , , , 
2017/11/7, 40, , , , , 
2017/11/8, 44, , , , , 
2017/11/9, 43, , , , , 
2017/11/10, 56, , , , , 
2017/11/11, 47, , , , , 
2017/11/12, 47, , , , , 
2017/11/13, 32, , , , , 
2017/11/14, 162, , , , , 
2017/11/15, 56, , , , , 
2017/11/16, 50, , , , , 
2017/11/17, 44, , , , , 
2017/11/18, 54, , , , , 
2017/11/19, 57, , , , , 
2017/11/20, 62, , , , , 
2017/11/21, 68, , , , , 
2017/11/22, 64, , , , , 
2017/11/24, 55, , , , , 
2017/11/25, 58, , , , , 
2017/11/26, 52, , , , , 
2017/11/27, 46, , , , , 
2017/11/28, 57, , , , , 
2017/11/29, 65, , , , , 
2017/11/30, 62, , , , , 
2017/12/1, 58, , , , , 
2017/12/2, 52, , , , , 
2017/12/3, 55, , , , , 
2017/12/4, 56, , , , , 
2017/12/5, 62, , , , , 
2017/12/6, 63, , , , , 
2017/12/7, 62, , , , , 
2017/12/8, 56, , , , , 
2017/12/9, 58, , , , , 
2017/12/10, 64, , , , , 
2017/12/11, 66, , , , , 
2017/12/12, 62, , , , , 
2017/12/13, 58, , , , , 
2017/12/14, 73, , , , , 
2017/12/15, 65, , , , , 
2017/12/16, 53, , , , , 
2017/12/17, 55, , , , , 
2017/12/18, 49, , , , , 
2017/12/19, 50, , , , , 
2017/12/20, 55, , , , , 
2017/12/21, 56, , , , , 
2017/12/22, 103, , , , , 
2017/12/23, 105, , , , , 
2017/12/24, 79, , , , , 
2017/12/25, 72, , , , , 
2017/12/26, 62, , , , , 
2017/12/27, 56, , , , , 
2017/12/28, 48, , , , , 
2017/12/29, 43, , , , , 
2017/12/30, 38, , , , , 
2017/12/31, 40, , , , , 
2018/1/1, 37, , , , , 
2017/7/2, 73, , , , , 
2017/7/3, 79, , , , , 
2017/7/4, 74, , , , , 
2017/7/5, 67, , , , , 
2017/7/6, 101, , , , , 
2017/7/7, 149, , , , , 
2017/7/8, 77, , , , , 
2017/7/9, 72, , , , , 
2017/7/10, 79, , , , , 
2017/7/11, 65, , , , , 
2017/7/12, 55, , , , , 
2017/7/13, 48, , , , , 
2017/7/14, 51, , , , , 
2017/7/15, 57, , , , , 
2017/7/16, 61, , , , , 
2017/7/17, 57, , , , , 
2017/7/18, 62, , , , , 
2017/7/19, 62, , , , , 
2017/7/20, 60, , , , , 
2017/7/21, 60, , , , , 
2017/7/22, 54, , , , , 
2017/7/23, 58, , , , , 
2017/7/24, 55, , , , , 
2017/7/25, 58, , , , , 
2017/7/26, 68, , , , , 
2017/7/27, 68, , , , , 
2017/7/28, 84, , , , , 
2017/7/29, 73, , , , , 
2017/7/30, 85, , , , , 
2017/7/31, 99, , , , , 
2017/8/1, 85, , , , , 
2017/8/2, 68, , , , , 
2017/8/3, 60, , , , , 
2017/8/4, 57, , , , , 
2017/8/5, 64, , , , , 
2017/8/6, 67, , , , , 
2017/8/7, 62, , , , , 
2017/8/8, 66, , , , , 
2017/8/9, 66, , , , , 
2017/8/10, 61, , , , , 
2017/8/11, 55, , , , , 
2017/8/12, 60, , , , , 
2017/8/13, 76, , , , , 
2017/8/14, 57, , , , , 
2017/8/15, 61, , , , , 
2017/8/16, 57, , , , , 
2017/8/17, 62, , , , , 
2017/8/18, 62, , , , , 
2017/8/19, 61, , , , , 
2017/8/20, 56, , , , , 
2017/8/21, 55, , , , , 
2017/8/22, 58, , , , , 
2017/8/23, 46, , , , , 
2017/8/24, 55, , , , , 
2017/8/25, 64, , , , , 
2017/8/26, 80, , , , , 
2017/8/27, 68, , , , , 
2017/8/28, 68, , , , , 
2017/8/29, 62, , , , , 
2017/8/30, 57, , , , , 
2017/8/31, 67, , , , , 
2017/9/1, 63, , , , , 
2017/9/2, 64, , , , , 
2017/9/3, 56, , , , , 
2017/9/4, 54, , , , , 
2017/9/5, 62, , , , , 
2017/9/6, 64, , , , , 
2017/9/11, 79, , , , , 
2017/9/12, 70, , , , , 
2017/9/13, 89, , , , , 
2017/9/14, 69, , , , , 
2017/9/15, 69, , , , , 
2017/9/16, 75, , , , , 
2017/9/17, 76, , , , , 
2017/9/18, 77, , , , , 
2017/9/19, 80, , , , , 
2017/9/20, 70, , , , , 
2017/9/21, 63, , , , , 
2017/9/22, 73, , , , , 
2017/9/23, 105, , , , , 
2017/9/24, 76, , , , , 
2017/9/25, 69, , , , , 
2017/9/26, 69, , , , , 
2017/9/27, 75, , , , , 
2017/9/28, 62, , , , , 
2017/9/29, 66, , , , , 
2017/9/30, 76, , , , , 
2017/10/1, 70, , , , , 
2017/4/2, 94, , , , , 
2017/4/3, 76, , , , , 
2017/4/4, 65, , , , , 
2017/4/5, 72, , , , , 
2017/4/6, 83, , , , , 
2017/4/7, 75, , , , , 
2017/4/8, 80, , , , , 
2017/4/9, 77, , , , , 
2017/4/10, 72, , , , , 
2017/4/11, 68, , , , , 
2017/4/12, 68, , , , , 
2017/4/13, 72, , , , , 
2017/4/14, 66, , , , , 
2017/4/15, 62, , , , , 
2017/4/16, 58, , , , , 
2017/4/17, 55, , , , , 
2017/4/18, 61, , , , , 
2017/4/19, 61, , , , , 
2017/4/20, 50, , , , , 
2017/4/21, 65, , , , , 
2017/4/22, 76, , , , , 
2017/4/23, 137, , , , , 
2017/4/24, 153, , , , , 
2017/4/25, 91, , , , , 
2017/4/26, 80, , , , , 
2017/4/27, 72, , , , , 
2017/4/28, 87, , , , , 
2017/4/29, 76, , , , , 
2017/4/30, 71, , , , , 
2017/5/1, 75, , , , , 
2017/5/2, 74, , , , , 
2017/5/4, 77, , , , , 
2017/5/5, 68, , , , , 
2017/5/6, 65, , , , , 
2017/5/7, 61, , , , , 
2017/5/8, 56, , , , , 
2017/5/9, 79, , , , , 
2017/5/10, 82, , , , , 
2017/5/11, 60, , , , , 
2017/5/12, 53, , , , , 
2017/5/13, 59, , , , , 
2017/5/14, 63, , , , , 
2017/5/15, 57, , , , , 
2017/5/16, 64, , , , , 
2017/5/17, 60, , , , , 
2017/5/18, 83, , , , , 
2017/5/19, 80, , , , , 
2017/5/20, 81, , , , , 
2017/5/21, 97, , , , , 
2017/5/22, 76, , , , , 
2017/5/23, 63, , , , , 
2017/5/24, 61, , , , , 
2017/5/25, 79, , , , , 
2017/5/26, 104, , , , , 
2017/5/27, 76, , , , , 
2017/5/28, 62, , , , , 
2017/5/29, 65, , , , , 
2017/5/30, 74, , , , , 
2017/5/31, 87, , , , , 
2017/6/1, 72, , , , , 
2017/6/2, 83, , , , , 
2017/6/3, 102, , , , , 
2017/6/4, 99, , , , , 
2017/6/5, 79, , , , , 
2017/6/6, 80, , , , , 
2017/6/7, 84, , , , , 
2017/6/8, 88, , , , , 
2017/6/9, 58, , , , , 
2017/6/10, 88, , , , , 
2017/6/11, 79, , , , , 
2017/6/12, 59, , , , , 
2017/6/13, 53, , , , , 
2017/6/14, 56, , , , , 
2017/6/15, 70, , , , , 
2017/6/16, 58, , , , , 
2017/6/17, 64, , , , , 
2017/6/18, 119, , , , , 
2017/6/19, 63, , , , , 
2017/6/20, 60, , , , , 
2017/6/21, 60, , , , , 
2017/6/22, 59, , , , , 
2017/6/23, 75, , , , , 
2017/6/24, 76, , , , , 
2017/6/25, 70, , , , , 
2017/6/26, 74, , , , , 
2017/6/27, 87, , , , , 
2017/6/28, 82, , , , , 
2017/6/29, 54, , , , , 
2017/6/30, 49, , , , , 
2017/7/1, 74, , , , , 
2017/1/3, 54, , , , , 
2017/1/4, 61, , , , , 
2017/1/5, 63, , , , , 
2017/1/6, 67, , , , , 
2017/1/7, 93, , , , , 
2017/1/8, 82, , , , , 
2017/1/9, 69, , , , , 
2017/1/10, 55, , , , , 
2017/1/11, 55, , , , , 
2017/1/12, 55, , , , , 
2017/1/13, 50, , , , , 
2017/1/15, 56, , , , , 
2017/1/16, 54, , , , , 
2017/1/17, 48, , , , , 
2017/1/18, 36, , , , , 
2017/1/19, 48, , , , , 
2017/1/20, 43, , , , , 
2017/1/21, 29, , , , , 
2017/1/22, 27, , , , , 
2017/1/23, 52, , , , , 
2017/1/24, 50, , , , , 
2017/1/25, 49, , , , , 
2017/1/26, 88, , , , , 
2017/1/27, 79, , , , , 
2017/1/28, 61, , , , , 
2017/1/29, 76, , , , , 
2017/1/30, 91, , , , , 
2017/1/31, 94, , , , , 
2017/2/1, 86, , , , , 
2017/2/2, 118, , , , , 
2017/2/3, 118, , , , , 
2017/2/4, 104, , , , , 
2017/2/5, 77, , , , , 
2017/2/6, 72, , , , , 
2017/2/7, 63, , , , , 
2017/2/8, 62, , , , , 
2017/2/9, 77, , , , , 
2017/2/10, 112, , , , , 
2017/2/11, 100, , , , , 
2017/2/12, 78, , , , , 
2017/2/13, 74, , , , , 
2017/2/14, 72, , , , , 
2017/2/15, 137, , , , , 
2017/2/16, 153, , , , , 
2017/2/17, 111, , , , , 
2017/2/18, 80, , , , , 
2017/2/19, 73, , , , , 
2017/2/20, 84, , , , , 
2017/2/21, 75, , , , , 
2017/2/22, 69, , , , , 
2017/2/23, 68, , , , , 
2017/2/25, 101, , , , , 
2017/2/26, 132, , , , , 
2017/2/27, 155, , , , , 
2017/2/28, 81, , , , , 
2017/3/1, 81, , , , , 
2017/3/2, 68, , , , , 
2017/3/3, 61, , , , , 
2017/3/4, 97, , , , , 
2017/3/5, 88, , , , , 
2017/3/6, 68, , , , , 
2017/3/7, 80, , , , , 
2017/3/8, 72, , , , , 
2017/3/9, 66, , , , , 
2017/3/10, 68, , , , , 
2017/3/11, 81, , , , , 
2017/3/12, 87, , , , , 
2017/3/13, 87, , , , , 
2017/3/14, 95, , , , , 
2017/3/15, 100, , , , , 
2017/3/16, 89, , , , , 
2017/3/17, 101, , , , , 
2017/3/18, 99, , , , , 
2017/3/19, 97, , , , , 
2017/3/20, 78, , , , , 
2017/3/21, 119, , , , , 
2017/3/22, 94, , , , , 
2017/3/23, 86, , , , , 
2017/3/24, 99, , , , , 
2017/3/25, 108, , , , , 
2017/3/26, 93, , , , , 
2017/3/27, 68, , , , , 
2017/3/28, 64, , , , , 
2017/3/29, 68, , , , , 
2017/3/30, 73, , , , , 
2017/3/31, 63, , , , , 
2017/4/1, 84, , , , , 
2016/10/2, 58, , , , , 
2016/10/3, 63, , , , , 
2016/10/4, 63, , , , , 
2016/10/5, 54, , , , , 
2016/10/6, 47, , , , , 
2016/10/7, 47, , , , , 
2016/10/8, 75, , , , , 
2016/10/9, 56, , , , , 
2016/10/10, 58, , , , , 
2016/10/11, 66, , , , , 
2016/10/12, 91, , , , , 
2016/10/13, 75, , , , , 
2016/10/14, 63, , , , , 
2016/10/15, 60, , , , , 
2016/10/16, 54, , , , , 
2016/10/17, 54, , , , , 
2016/10/18, 49, , , , , 
2016/10/19, 55, , , , , 
2016/10/20, 51, , , , , 
2016/10/21, 98, , , , , 
2016/10/22, 109, , , , , 
2016/10/23, 55, , , , , 
2016/10/24, 55, , , , , 
2016/10/25, 58, , , , , 
2016/10/26, 52, , , , , 
2016/10/27, 62, , , , , 
2016/10/28, 58, , , , , 
2016/10/29, 49, , , , , 
2016/10/30, 44, , , , , 
2016/10/31, 52, , , , , 
2016/11/1, 54, , , , , 
2016/11/2, 55, , , , , 
2016/11/3, 62, , , , , 
2016/11/4, 58, , , , , 
2016/11/5, 49, , , , , 
2016/11/6, 43, , , , , 
2016/11/7, 53, , , , , 
2016/11/8, 55, , , , , 
2016/11/9, 59, , , , , 
2016/11/10, 59, , , , , 
2016/11/11, 54, , , , , 
2016/11/12, 53, , , , , 
2016/11/13, 56, , , , , 
2016/11/14, 50, , , , , 
2016/11/15, 58, , , , , 
2016/11/16, 66, , , , , 
2016/11/17, 77, , , , , 
2016/11/18, 73, , , , , 
2016/11/19, 70, , , , , 
2016/11/20, 76, , , , , 
2016/11/21, 71, , , , , 
2016/11/22, 68, , , , , 
2016/11/23, 69, , , , , 
2016/11/24, 65, , , , , 
2016/11/25, 62, , , , , 
2016/11/26, 61, , , , , 
2016/11/27, 61, , , , , 
2016/11/28, 59, , , , , 
2016/11/29, 70, , , , , 
2016/11/30, 73, , , , , 
2016/12/1, 69, , , , , 
2016/12/2, 68, , , , , 
2016/12/3, 68, , , , , 
2016/12/4, 69, , , , , 
2016/12/5, 79, , , , , 
2016/12/6, 77, , , , , 
2016/12/7, 71, , , , , 
2016/12/8, 85, , , , , 
2016/12/9, 89, , , , , 
2016/12/14, 61, , , , , 
2016/12/15, 61, , , , , 
2016/12/16, 39, , , , , 
2016/12/17, 60, , , , , 
2016/12/18, 75, , , , , 
2016/12/19, 62, , , , , 
2016/12/21, 67, , , , , 
2016/12/22, 63, , , , , 
2016/12/23, 60, , , , , 
2016/12/24, 84, , , , , 
2016/12/25, 111, , , , , 
2016/12/26, 74, , , , , 
2016/12/27, 55, , , , , 
2016/12/28, 56, , , , , 
2016/12/29, 64, , , , , 
2016/12/30, 67, , , , , 
2016/12/31, 61, , , , , 
2017/1/1, 58, , , , , 
2017/1/2, 71, , , , , 
2016/7/2, 71, , , , , 
2016/7/3, 83, , , , , 
2016/8/9, 85, , , , , 
2016/8/10, 74, , , , , 
2016/8/11, 79, , , , , 
2016/8/12, 78, , , , , 
2016/8/13, 73, , , , , 
2016/8/14, 80, , , , , 
2016/8/15, 74, , , , , 
2016/8/16, 62, , , , , 
2016/8/17, 66, , , , , 
2016/8/18, 69, , , , , 
2016/8/19, 73, , , , , 
2016/8/20, 69, , , , , 
2016/8/21, 80, , , , , 
2016/8/22, 87, , , , , 
2016/8/23, 61, , , , , 
2016/8/24, 55, , , , , 
2016/8/25, 60, , , , , 
2016/8/27, 56, , , , , 
2016/8/28, 55, , , , , 
2016/8/29, 64, , , , , 
2016/8/30, 56, , , , , 
2016/8/31, 53, , , , , 
2016/9/1, 61, , , , , 
2016/9/2, 69, , , , , 
2016/9/3, 74, , , , , 
2016/9/4, 104, , , , , 
2016/9/5, 103, , , , , 
2016/9/6, 67, , , , , 
2016/9/7, 65, , , , , 
2016/9/8, 64, , , , , 
2016/9/9, 60, , , , , 
2016/9/10, 70, , , , , 
2016/9/11, 74, , , , , 
2016/9/12, 69, , , , , 
